,Country_Region,Confirmed,Deaths,Recovered,Active,Date,days_since_100,Confirmed_change,Confirmed_change_pct
611,Kazakhstan,13319.0,67.0,8345.0,4907.0,2020-06-10,76,245.0,0.018739482943246122
612,Kyrgyzstan,2093.0,26.0,1572.0,495.0,2020-06-10,71,38.0,0.018491484184914864
613,Tajikistan,4763.0,48.0,2947.0,1768.0,2020-06-10,38,73.0,0.015565031982942346
614,Uzbekistan,4623.0,19.0,3532.0,1072.0,2020-06-10,74,103.0,0.0227876106194691
615,Armenia,14669.0,245.0,5466.0,8958.0,2020-06-11,84,566.0,0.04013330497057366
616,Azerbaijan,8882.0,108.0,4930.0,3844.0,2020-06-11,77,352.0,0.041266119577960225
617,Georgia,831.0,13.0,694.0,124.0,2020-06-11,73,4.0,0.0048367593712213
618,Kazakhstan,13872.0,67.0,8593.0,5212.0,2020-06-11,77,553.0,0.04151963360612654
619,Kyrgyzstan,2166.0,26.0,1668.0,472.0,2020-06-11,72,73.0,0.03487816531294796
620,Tajikistan,4834.0,49.0,3062.0,1723.0,2020-06-11,39,71.0,0.014906571488557674
621,Uzbekistan,4741.0,19.0,3637.0,1085.0,2020-06-11,75,118.0,0.02552455115725727
622,Armenia,15281.0,258.0,5639.0,9384.0,2020-06-12,85,612.0,0.041720635353466484
623,Azerbaijan,9218.0,113.0,5116.0,3989.0,2020-06-12,78,336.0,0.03782931772123388
624,Georgia,843.0,13.0,697.0,133.0,2020-06-12,74,12.0,0.014440433212996373
625,Kazakhstan,13872.0,70.0,8829.0,4973.0,2020-06-12,78,0.0,0.0
626,Kyrgyzstan,2166.0,26.0,1668.0,472.0,2020-06-12,73,0.0,0.0
627,Tajikistan,4902.0,49.0,3158.0,1695.0,2020-06-12,40,68.0,0.014067025237898267
628,Uzbekistan,4869.0,19.0,3758.0,1092.0,2020-06-12,76,128.0,0.026998523518245054
629,Armenia,16004.0,264.0,6081.0,9659.0,2020-06-13,86,723.0,0.047313657483148974
630,Azerbaijan,9570.0,115.0,5309.0,4146.0,2020-06-13,79,352.0,0.038186157517899666
631,Georgia,851.0,14.0,702.0,135.0,2020-06-13,75,8.0,0.009489916963226541
632,Kazakhstan,14238.0,73.0,8829.0,5336.0,2020-06-13,79,366.0,0.02638408304498263
633,Kyrgyzstan,2207.0,27.0,1722.0,458.0,2020-06-13,74,41.0,0.018928901200369275
634,Tajikistan,4971.0,50.0,3288.0,1633.0,2020-06-13,41,69.0,0.014075887392900777
635,Uzbekistan,4966.0,19.0,3874.0,1073.0,2020-06-13,77,97.0,0.019921955226946064
636,Armenia,16667.0,269.0,6214.0,10184.0,2020-06-14,87,663.0,0.04142714321419638
637,Azerbaijan,9957.0,119.0,5583.0,4255.0,2020-06-14,80,387.0,0.04043887147335412
638,Georgia,864.0,14.0,703.0,147.0,2020-06-14,76,13.0,0.01527614571092828
639,Kazakhstan,14496.0,77.0,9188.0,5231.0,2020-06-14,80,258.0,0.018120522545301387
640,Kyrgyzstan,2285.0,27.0,1791.0,467.0,2020-06-14,75,78.0,0.03534209333937466
641,Tajikistan,5035.0,50.0,3409.0,1576.0,2020-06-14,42,64.0,0.012874673104003254
642,Uzbekistan,5080.0,19.0,3943.0,1118.0,2020-06-14,78,114.0,0.02295610149013294
643,Armenia,17064.0,285.0,6276.0,10503.0,2020-06-15,88,397.0,0.02381952360952777
644,Azerbaijan,10324.0,122.0,5739.0,4463.0,2020-06-15,81,367.0,0.036858491513508174
645,Georgia,879.0,14.0,704.0,161.0,2020-06-15,77,15.0,0.01736111111111116
646,Kazakhstan,15192.0,81.0,9388.0,5723.0,2020-06-15,81,696.0,0.04801324503311255
647,Kyrgyzstan,2472.0,28.0,1847.0,597.0,2020-06-15,76,187.0,0.08183807439824942
648,Tajikistan,5097.0,50.0,3503.0,1544.0,2020-06-15,43,62.0,0.01231380337636545
649,Uzbekistan,5263.0,19.0,4019.0,1225.0,2020-06-15,79,183.0,0.036023622047244075
650,Armenia,17489.0,293.0,6571.0,10625.0,2020-06-16,89,425.0,0.024906235349273276
651,Azerbaijan,10662.0,126.0,5948.0,4588.0,2020-06-16,82,338.0,0.03273924835335151
652,Georgia,879.0,14.0,724.0,141.0,2020-06-16,78,0.0,0.0
653,Kazakhstan,15542.0,88.0,9647.0,5807.0,2020-06-16,82,350.0,0.023038441284886746
654,Kyrgyzstan,2562.0,30.0,1902.0,630.0,2020-06-16,77,90.0,0.03640776699029136
655,Tajikistan,5160.0,50.0,3624.0,1486.0,2020-06-16,44,63.0,0.012360211889346662
656,Uzbekistan,5493.0,19.0,4096.0,1378.0,2020-06-16,80,230.0,0.04370131103933117
657,Armenia,18033.0,302.0,6814.0,10917.0,2020-06-17,90,544.0,0.031105266167305246
658,Azerbaijan,10991.0,133.0,6075.0,4783.0,2020-06-17,83,329.0,0.030857250046895546
659,Georgia,888.0,14.0,731.0,143.0,2020-06-17,79,9.0,0.010238907849829282
660,Kazakhstan,15877.0,97.0,9920.0,5860.0,2020-06-17,83,335.0,0.02155449749067051
661,Kyrgyzstan,2657.0,31.0,1933.0,693.0,2020-06-17,78,95.0,0.03708040593286488
662,Tajikistan,5221.0,51.0,3700.0,1470.0,2020-06-17,45,61.0,0.011821705426356521
663,Uzbekistan,5682.0,19.0,4131.0,1532.0,2020-06-17,81,189.0,0.034407427635172017
664,Armenia,18698.0,309.0,7560.0,10829.0,2020-06-18,91,665.0,0.036876836910109345
665,Azerbaijan,11329.0,139.0,6192.0,4998.0,2020-06-18,84,338.0,0.03075243380948045
666,Georgia,893.0,14.0,739.0,140.0,2020-06-18,80,5.0,0.005630630630630629
667,Kazakhstan,15877.0,100.0,10065.0,5712.0,2020-06-18,84,0.0,0.0
668,Kyrgyzstan,2657.0,31.0,1933.0,693.0,2020-06-18,79,0.0,0.0
669,Tajikistan,5279.0,51.0,3762.0,1466.0,2020-06-18,46,58.0,0.011108982953457192
670,Uzbekistan,5767.0,19.0,4166.0,1582.0,2020-06-18,82,85.0,0.014959521295318634
671,Armenia,19157.0,319.0,8266.0,10572.0,2020-06-19,92,459.0,0.024548080008557127
672,Azerbaijan,11767.0,143.0,6325.0,5299.0,2020-06-19,85,438.0,0.0386618412922588
673,Georgia,896.0,14.0,741.0,141.0,2020-06-19,81,3.0,0.0033594624860022737
674,Kazakhstan,16779.0,113.0,10411.0,6255.0,2020-06-19,85,902.0,0.05681174025319646
675,Kyrgyzstan,2789.0,32.0,1961.0,796.0,2020-06-19,80,132.0,0.04968009032743703
676,Tajikistan,5338.0,51.0,3830.0,1457.0,2020-06-19,47,59.0,0.01117635915893156
677,Uzbekistan,5946.0,19.0,4273.0,1654.0,2020-06-19,83,179.0,0.031038668285070292
678,Armenia,19708.0,332.0,8854.0,10522.0,2020-06-20,93,551.0,0.028762332306728533
679,Azerbaijan,12238.0,148.0,6516.0,5574.0,2020-06-20,86,471.0,0.040027194697034085
680,Georgia,898.0,14.0,752.0,132.0,2020-06-20,82,2.0,0.0022321428571427937
681,Kazakhstan,17225.0,118.0,10671.0,6436.0,2020-06-20,86,446.0,0.02658084510399905
682,Kyrgyzstan,2981.0,35.0,1981.0,965.0,2020-06-20,81,192.0,0.06884187880960924
683,Tajikistan,5399.0,52.0,3894.0,1453.0,2020-06-20,48,61.0,0.011427500936680435
684,Uzbekistan,6153.0,19.0,4290.0,1844.0,2020-06-20,84,207.0,0.03481331987891023
685,Armenia,20268.0,350.0,9002.0,10916.0,2020-06-21,94,560.0,0.028414856910899067
686,Azerbaijan,12729.0,154.0,6799.0,5776.0,2020-06-21,87,491.0,0.04012093479326695
687,Georgia,906.0,14.0,755.0,137.0,2020-06-21,83,8.0,0.008908685968819663
688,Kazakhstan,17732.0,120.0,10897.0,6715.0,2020-06-21,87,507.0,0.029433962264150848
689,Kyrgyzstan,3356.0,40.0,2021.0,1295.0,2020-06-21,82,375.0,0.12579671251257962
690,Tajikistan,5457.0,52.0,3995.0,1410.0,2020-06-21,49,58.0,0.010742730135210321
691,Uzbekistan,6315.0,19.0,4377.0,1919.0,2020-06-21,85,162.0,0.026328620185275486
692,Armenia,20588.0,360.0,9131.0,11097.0,2020-06-22,95,320.0,0.01578843497138349
693,Azerbaijan,13207.0,161.0,7168.0,5878.0,2020-06-22,88,478.0,0.037552046507973946
694,Georgia,908.0,14.0,761.0,133.0,2020-06-22,84,2.0,0.002207505518763808
695,Kazakhstan,18231.0,127.0,11158.0,6946.0,2020-06-22,88,499.0,0.028141213625084482
696,Kyrgyzstan,3356.0,40.0,2021.0,1295.0,2020-06-22,83,0.0,0.0
697,Tajikistan,5513.0,52.0,4039.0,1422.0,2020-06-22,50,56.0,0.010262048744731578
698,Uzbekistan,6461.0,19.0,4450.0,1992.0,2020-06-22,86,146.0,0.023119556611242986
699,Armenia,21006.0,372.0,10144.0,10490.0,2020-06-23,96,418.0,0.020303089178161926
700,Azerbaijan,13715.0,167.0,7503.0,6045.0,2020-06-23,89,508.0,0.03846445067009929
701,Georgia,911.0,14.0,768.0,129.0,2020-06-23,85,3.0,0.0033039647577093323
702,Kazakhstan,18765.0,134.0,11514.0,7117.0,2020-06-23,89,534.0,0.02929076847128509
703,Kyrgyzstan,3726.0,42.0,2082.0,1602.0,2020-06-23,84,370.0,0.11025029797377828
704,Tajikistan,5567.0,52.0,4109.0,1406.0,2020-06-23,51,54.0,0.009795029929258181
705,Uzbekistan,6662.0,19.0,4560.0,2083.0,2020-06-23,87,201.0,0.03110973533508754
706,Armenia,21717.0,386.0,10797.0,10534.0,2020-06-24,97,711.0,0.03384747215081396
707,Azerbaijan,14305.0,174.0,7768.0,6363.0,2020-06-24,90,590.0,0.04301859278162601
708,Georgia,914.0,14.0,771.0,129.0,2020-06-24,86,3.0,0.003293084522502765
709,Kazakhstan,19285.0,136.0,11882.0,7267.0,2020-06-24,90,520.0,0.027711164401811983
710,Kyrgyzstan,3954.0,43.0,2112.0,1799.0,2020-06-24,85,228.0,0.06119162640901776
711,Tajikistan,5630.0,52.0,4194.0,1384.0,2020-06-24,52,63.0,0.01131668762349558
712,Uzbekistan,6990.0,19.0,4685.0,2286.0,2020-06-24,88,328.0,0.04923446412488741
713,Armenia,22488.0,397.0,11335.0,10756.0,2020-06-25,98,771.0,0.03550214117972095
714,Azerbaijan,14852.0,180.0,8059.0,6613.0,2020-06-25,91,547.0,0.0382383781894442
715,Georgia,917.0,14.0,776.0,127.0,2020-06-25,87,3.0,0.003282275711159688
716,Kazakhstan,19750.0,140.0,12220.0,7390.0,2020-06-25,91,465.0,0.024112004148301835
717,Kyrgyzstan,4204.0,43.0,2162.0,1999.0,2020-06-25,86,250.0,0.06322711178553364
718,Tajikistan,5691.0,52.0,4267.0,1372.0,2020-06-25,53,61.0,0.010834813499111862
719,Uzbekistan,7177.0,20.0,4877.0,2280.0,2020-06-25,89,187.0,0.02675250357653791
720,Armenia,23247.0,410.0,12149.0,10688.0,2020-06-26,99,759.0,0.03375133404482389
721,Azerbaijan,15369.0,187.0,8364.0,6818.0,2020-06-26,92,517.0,0.034810126582278444
722,Georgia,919.0,14.0,780.0,125.0,2020-06-26,88,2.0,0.0021810250817884125
723,Kazakhstan,20319.0,150.0,12548.0,7621.0,2020-06-26,92,569.0,0.02881012658227844
724,Kyrgyzstan,4446.0,46.0,2194.0,2206.0,2020-06-26,87,242.0,0.057564224548049436
725,Tajikistan,5747.0,52.0,4331.0,1364.0,2020-06-26,54,56.0,0.009840098400984099
726,Uzbekistan,7427.0,20.0,5038.0,2369.0,2020-06-26,90,250.0,0.03483349588964746
727,Armenia,23909.0,421.0,12911.0,10577.0,2020-06-27,100,662.0,0.028476792704434928
728,Azerbaijan,15890.0,193.0,8719.0,6978.0,2020-06-27,93,521.0,0.033899407899017575
729,Georgia,921.0,14.0,781.0,126.0,2020-06-27,89,2.0,0.0021762785636560977
730,Kazakhstan,20319.0,166.0,12738.0,7415.0,2020-06-27,93,0.0,0.0
731,Kyrgyzstan,4513.0,46.0,2212.0,2255.0,2020-06-27,88,67.0,0.015069725596041472
732,Tajikistan,5799.0,52.0,4391.0,1356.0,2020-06-27,55,52.0,0.009048199060379236
733,Uzbekistan,7682.0,20.0,5240.0,2422.0,2020-06-27,91,255.0,0.034334186077824125
734,Armenia,24645.0,426.0,13116.0,11103.0,2020-06-28,101,736.0,0.030783387009076124
735,Azerbaijan,16424.0,198.0,9026.0,7200.0,2020-06-28,94,534.0,0.03360604153555702
736,Georgia,924.0,15.0,785.0,124.0,2020-06-28,90,3.0,0.0032573289902280145
737,Kazakhstan,21327.0,178.0,12933.0,8216.0,2020-06-28,94,1008.0,0.04960874058762732
738,Kyrgyzstan,5017.0,50.0,2294.0,2673.0,2020-06-28,89,504.0,0.11167737646798148
739,Tajikistan,5849.0,52.0,4448.0,1349.0,2020-06-28,56,50.0,0.00862217623728223
740,Uzbekistan,7948.0,22.0,5329.0,2597.0,2020-06-28,92,266.0,0.034626399375162764
741,Armenia,25127.0,433.0,13297.0,11397.0,2020-06-29,102,482.0,0.01955771961858388
742,Azerbaijan,16968.0,206.0,9369.0,7393.0,2020-06-29,95,544.0,0.03312226010716035
743,Georgia,926.0,15.0,791.0,120.0,2020-06-29,91,2.0,0.0021645021645022577
744,Kazakhstan,21819.0,188.0,13008.0,8623.0,2020-06-29,95,492.0,0.02306934871289923
745,Kyrgyzstan,5296.0,57.0,2370.0,2869.0,2020-06-29,90,279.0,0.05561092286226832
746,Tajikistan,5900.0,52.0,4506.0,1342.0,2020-06-29,57,51.0,0.008719439220379543
747,Uzbekistan,8222.0,23.0,5496.0,2703.0,2020-06-29,93,274.0,0.03447408152994469
748,Armenia,25542.0,443.0,14048.0,11051.0,2020-06-30,103,415.0,0.016516098221037057
749,Azerbaijan,17524.0,213.0,9715.0,7596.0,2020-06-30,96,556.0,0.03276756247053281
750,Georgia,928.0,15.0,794.0,119.0,2020-06-30,92,2.0,0.002159827213822796
751,Kazakhstan,22308.0,188.0,13558.0,8562.0,2020-06-30,96,489.0,0.02241165956276636
752,Kyrgyzstan,5506.0,61.0,2443.0,3002.0,2020-06-30,91,210.0,0.03965256797583083
753,Tajikistan,5900.0,52.0,4506.0,1342.0,2020-06-30,58,0.0,0.0
754,Uzbekistan,8503.0,26.0,5682.0,2795.0,2020-06-30,94,281.0,0.034176599367550464
755,Armenia,26065.0,453.0,14563.0,11049.0,2020-07-01,104,523.0,0.020476078615613513
756,Azerbaijan,18112.0,220.0,10061.0,7831.0,2020-07-01,97,588.0,0.03355398310887936
757,Georgia,931.0,15.0,794.0,122.0,2020-07-01,93,3.0,0.003232758620689724
758,Kazakhstan,41065.0,188.0,14059.0,26818.0,2020-07-01,97,18757.0,0.8408194369732831
759,Kyrgyzstan,6261.0,66.0,2530.0,3665.0,2020-07-01,92,755.0,0.13712313839447865
760,Tajikistan,6005.0,52.0,4627.0,1326.0,2020-07-01,59,105.0,0.017796610169491522
761,Uzbekistan,8781.0,26.0,5847.0,2908.0,2020-07-01,95,278.0,0.0326943431729978
762,Armenia,26658.0,459.0,15036.0,11163.0,2020-07-02,105,593.0,0.02275081526951861
763,Azerbaijan,18684.0,228.0,10425.0,8031.0,2020-07-02,98,572.0,0.031581272084805656
764,Georgia,939.0,15.0,817.0,107.0,2020-07-02,94,8.0,0.00859291084854985
765,Kazakhstan,42574.0,188.0,14777.0,27609.0,2020-07-02,98,1509.0,0.0367466212102765
766,Kyrgyzstan,6767.0,76.0,2655.0,4036.0,2020-07-02,93,506.0,0.08081776074109559
767,Tajikistan,6058.0,52.0,4690.0,1316.0,2020-07-02,60,53.0,0.008825978351373776
768,Uzbekistan,9078.0,27.0,6034.0,3017.0,2020-07-02,96,297.0,0.03382302699009232
769,Armenia,27320.0,469.0,15484.0,11367.0,2020-07-03,106,662.0,0.024833070747993125
770,Azerbaijan,19267.0,235.0,10820.0,8212.0,2020-07-03,99,583.0,0.031203168486405586
771,Georgia,943.0,15.0,821.0,107.0,2020-07-03,95,4.0,0.004259850905218299
772,Kazakhstan,45719.0,188.0,15276.0,30255.0,2020-07-03,99,3145.0,0.07387137689669743
773,Kyrgyzstan,6878.0,76.0,2671.0,4131.0,2020-07-03,94,111.0,0.016403132850598467
774,Tajikistan,6058.0,52.0,4690.0,1316.0,2020-07-03,61,0.0,0.0
775,Uzbekistan,9396.0,29.0,6251.0,3116.0,2020-07-03,97,318.0,0.03502974223397226
776,Armenia,27900.0,477.0,15935.0,11488.0,2020-07-04,107,580.0,0.021229868228404003
777,Azerbaijan,19801.0,241.0,11291.0,8269.0,2020-07-04,100,534.0,0.02771578346395387
778,Georgia,948.0,15.0,825.0,108.0,2020-07-04,96,5.0,0.005302226935312904
779,Kazakhstan,47171.0,188.0,15556.0,31427.0,2020-07-04,100,1452.0,0.031759224829939425
780,Kyrgyzstan,7094.0,78.0,2714.0,4302.0,2020-07-04,95,216.0,0.031404478045943485
781,Tajikistan,6159.0,52.0,4809.0,1298.0,2020-07-04,62,101.0,0.016672169032684092
782,Uzbekistan,9708.0,31.0,6425.0,3252.0,2020-07-04,98,312.0,0.033205619412515874
783,Armenia,28606.0,484.0,16140.0,11982.0,2020-07-05,108,706.0,0.025304659498207815
784,Azerbaijan,20324.0,250.0,11742.0,8332.0,2020-07-05,101,523.0,0.02641280743396801
785,Georgia,951.0,15.0,828.0,108.0,2020-07-05,97,3.0,0.0031645569620253333
786,Kazakhstan,48574.0,188.0,15860.0,32526.0,2020-07-05,101,1403.0,0.029742850480168004
787,Kyrgyzstan,7377.0,88.0,2802.0,4487.0,2020-07-05,96,283.0,0.039892867211728245
788,Tajikistan,6213.0,53.0,4858.0,1302.0,2020-07-05,63,54.0,0.008767657087189518
789,Uzbekistan,10020.0,34.0,6584.0,3402.0,2020-07-05,99,312.0,0.03213844252163156
790,Armenia,28936.0,491.0,16302.0,12143.0,2020-07-06,109,330.0,0.01153604138991815
791,Azerbaijan,20837.0,258.0,12182.0,8397.0,2020-07-06,102,513.0,0.025241094272780984
792,Georgia,953.0,15.0,830.0,108.0,2020-07-06,98,2.0,0.002103049421661396
793,Kazakhstan,49683.0,264.0,15860.0,33559.0,2020-07-06,102,1109.0,0.02283114423354049
794,Kyrgyzstan,8141.0,99.0,2916.0,5126.0,2020-07-06,97,764.0,0.10356513487867702
795,Tajikistan,6262.0,53.0,4914.0,1295.0,2020-07-06,64,49.0,0.007886689200064412
796,Uzbekistan,10362.0,37.0,6628.0,3697.0,2020-07-06,100,342.0,0.03413173652694601
797,Armenia,29285.0,503.0,16907.0,11875.0,2020-07-07,110,349.0,0.01206110035941399
798,Azerbaijan,21374.0,265.0,12635.0,8474.0,2020-07-07,103,537.0,0.025771464222296814
799,Georgia,958.0,15.0,838.0,105.0,2020-07-07,99,5.0,0.005246589716684236
800,Kazakhstan,51059.0,264.0,16298.0,34497.0,2020-07-07,103,1376.0,0.027695590040859086
801,Kyrgyzstan,8279.0,107.0,2967.0,5205.0,2020-07-07,98,138.0,0.01695123449207725
802,Tajikistan,6315.0,53.0,4965.0,1297.0,2020-07-07,65,53.0,0.008463749600766457
803,Uzbekistan,10838.0,41.0,6811.0,3986.0,2020-07-07,101,476.0,0.04593707778421163
804,Armenia,29820.0,521.0,17427.0,11872.0,2020-07-08,111,535.0,0.01826873826190889
805,Azerbaijan,21916.0,274.0,13100.0,8542.0,2020-07-08,104,542.0,0.025357911481238782
806,Georgia,963.0,15.0,841.0,107.0,2020-07-08,100,5.0,0.005219206680584509
807,Kazakhstan,51059.0,264.0,35137.0,34497.0,2020-07-08,104,0.0,0.0
808,Kyrgyzstan,8847.0,116.0,3053.0,5678.0,2020-07-08,99,568.0,0.06860731972460443
809,Tajikistan,6364.0,54.0,5011.0,1299.0,2020-07-08,66,49.0,0.00775930324623908
810,Uzbekistan,11092.0,45.0,7060.0,3987.0,2020-07-08,102,254.0,0.023436058313341945
811,Armenia,30346.0,535.0,18000.0,11811.0,2020-07-09,112,526.0,0.01763916834339363
812,Azerbaijan,22464.0,284.0,13591.0,8589.0,2020-07-09,105,548.0,0.025004562876437264
813,Georgia,968.0,15.0,844.0,109.0,2020-07-09,101,5.0,0.005192107995846351
814,Kazakhstan,54747.0,264.0,35137.0,19346.0,2020-07-09,105,3688.0,0.07223016510311608
815,Kyrgyzstan,9358.0,122.0,3134.0,6102.0,2020-07-09,100,511.0,0.05775969255114721
816,Tajikistan,6410.0,54.0,5067.0,1289.0,2020-07-09,67,46.0,0.0072281583909490355
817,Uzbekistan,11564.0,51.0,7287.0,4226.0,2020-07-09,103,472.0,0.042553191489361764
818,Armenia,30903.0,546.0,18709.0,11648.0,2020-07-10,113,557.0,0.01835497264878394
819,Azerbaijan,22990.0,292.0,14093.0,8605.0,2020-07-10,106,526.0,0.023415242165242267
820,Georgia,973.0,15.0,846.0,112.0,2020-07-10,102,5.0,0.005165289256198413
821,Kazakhstan,56455.0,264.0,32500.0,23691.0,2020-07-10,106,1708.0,0.03119805651451224
822,Kyrgyzstan,9910.0,125.0,3236.0,6549.0,2020-07-10,101,552.0,0.05898696302628759
823,Tajikistan,6457.0,55.0,5115.0,1287.0,2020-07-10,68,47.0,0.007332293291731684
824,Uzbekistan,12027.0,54.0,7530.0,4443.0,2020-07-10,104,463.0,0.04003804911795217
825,Armenia,31392.0,559.0,19419.0,11414.0,2020-07-11,114,489.0,0.015823706436268292
826,Azerbaijan,23521.0,298.0,14607.0,8616.0,2020-07-11,107,531.0,0.023096998695084858
827,Georgia,981.0,15.0,851.0,115.0,2020-07-11,103,8.0,0.008221993833504637
828,Kazakhstan,58253.0,264.0,33814.0,24175.0,2020-07-11,107,1798.0,0.03184837481179703
829,Kyrgyzstan,10410.0,129.0,3253.0,7028.0,2020-07-11,102,500.0,0.05045408678102925
830,Tajikistan,6506.0,55.0,5176.0,1275.0,2020-07-11,69,49.0,0.0075886634660058405
831,Uzbekistan,12513.0,57.0,7723.0,4733.0,2020-07-11,105,486.0,0.04040907957096529
832,Armenia,31969.0,565.0,19633.0,11771.0,2020-07-12,115,577.0,0.01838047910295626
833,Azerbaijan,24041.0,306.0,15093.0,8642.0,2020-07-12,108,520.0,0.022107903575528276
834,Georgia,986.0,15.0,857.0,114.0,2020-07-12,104,5.0,0.0050968399592252744
835,Kazakhstan,58253.0,375.0,33814.0,24064.0,2020-07-12,108,0.0,0.0
836,Kyrgyzstan,11117.0,147.0,3460.0,7510.0,2020-07-12,103,707.0,0.06791546589817488
837,Tajikistan,6552.0,55.0,5228.0,1269.0,2020-07-12,70,46.0,0.007070396557024239
838,Uzbekistan,12997.0,60.0,7852.0,5085.0,2020-07-12,106,484.0,0.03867977303604242
839,Armenia,32151.0,573.0,19865.0,11713.0,2020-07-13,116,182.0,0.005693015108386268
840,Azerbaijan,24570.0,313.0,15640.0,8617.0,2020-07-13,109,529.0,0.022004076369535275
841,Georgia,995.0,15.0,857.0,123.0,2020-07-13,105,9.0,0.009127789046653234
842,Kazakhstan,61755.0,375.0,35911.0,25469.0,2020-07-13,109,3502.0,0.06011707551542411
843,Kyrgyzstan,11444.0,149.0,3538.0,7757.0,2020-07-13,104,327.0,0.029414410362507803
844,Tajikistan,6596.0,55.0,5278.0,1263.0,2020-07-13,71,44.0,0.006715506715506692
845,Uzbekistan,13591.0,64.0,8030.0,5497.0,2020-07-13,107,594.0,0.04570285450488565
846,Armenia,32490.0,581.0,20729.0,11180.0,2020-07-14,117,339.0,0.010543995521134608
847,Azerbaijan,25113.0,319.0,16150.0,8644.0,2020-07-14,110,543.0,0.02210012210012202
848,Georgia,999.0,15.0,870.0,114.0,2020-07-14,106,4.0,0.004020100502512669
849,Kazakhstan,63514.0,375.0,38008.0,25131.0,2020-07-14,110,1759.0,0.028483523601327887
850,Kyrgyzstan,11444.0,149.0,3538.0,7757.0,2020-07-14,105,0.0,0.0
851,Tajikistan,6643.0,56.0,5332.0,1255.0,2020-07-14,72,47.0,0.007125530624620957
852,Uzbekistan,14085.0,67.0,8327.0,5691.0,2020-07-14,108,494.0,0.0363475829593114
853,Armenia,33005.0,592.0,21348.0,11065.0,2020-07-15,118,515.0,0.01585103108648811
854,Azerbaijan,25672.0,326.0,16695.0,8651.0,2020-07-15,111,559.0,0.02225938756819179
855,Georgia,1004.0,15.0,873.0,116.0,2020-07-15,107,5.0,0.005005005005005003
856,Kazakhstan,65188.0,375.0,39066.0,25747.0,2020-07-15,111,1674.0,0.02635639386591926
857,Kyrgyzstan,12282.0,165.0,3712.0,8405.0,2020-07-15,106,838.0,0.07322614470464872
858,Tajikistan,6695.0,56.0,5383.0,1256.0,2020-07-15,73,52.0,0.007827788649706457
859,Uzbekistan,14581.0,71.0,8655.0,5855.0,2020-07-15,109,496.0,0.03521476748313801
860,Armenia,33559.0,607.0,21931.0,11021.0,2020-07-16,119,554.0,0.016785335555218994
861,Azerbaijan,26165.0,334.0,17256.0,8575.0,2020-07-16,112,493.0,0.019203801807416543
862,Georgia,1006.0,15.0,883.0,108.0,2020-07-16,108,2.0,0.0019920318725099584
863,Kazakhstan,66895.0,375.0,40256.0,26264.0,2020-07-16,112,1707.0,0.026185801067681203
864,Kyrgyzstan,12498.0,167.0,3735.0,8596.0,2020-07-16,107,216.0,0.017586712261846715
865,Tajikistan,6741.0,56.0,5431.0,1254.0,2020-07-16,74,46.0,0.006870799103808833
866,Uzbekistan,15066.0,75.0,8783.0,6208.0,2020-07-16,110,485.0,0.03326246485151918
867,Armenia,34001.0,620.0,22492.0,10889.0,2020-07-17,120,442.0,0.013170833457492703
868,Azerbaijan,26636.0,341.0,17805.0,8490.0,2020-07-17,113,471.0,0.018001146569845305
869,Georgia,1010.0,15.0,885.0,110.0,2020-07-17,109,4.0,0.003976143141153132
870,Kazakhstan,68703.0,375.0,40256.0,28072.0,2020-07-17,113,1808.0,0.027027431048658235
871,Kyrgyzstan,13101.0,173.0,3821.0,9107.0,2020-07-17,108,603.0,0.04824771963514163
872,Tajikistan,6786.0,56.0,5483.0,1247.0,2020-07-17,75,45.0,0.006675567423231055
873,Uzbekistan,15607.0,79.0,9003.0,6525.0,2020-07-17,111,541.0,0.03590866852515595
874,Armenia,34462.0,631.0,23123.0,10708.0,2020-07-18,121,461.0,0.013558424752213138
875,Azerbaijan,27133.0,349.0,18450.0,8334.0,2020-07-18,114,497.0,0.018658957801471754
876,Georgia,1018.0,15.0,895.0,108.0,2020-07-18,110,8.0,0.007920792079207928
877,Kazakhstan,68703.0,375.0,40256.0,28072.0,2020-07-18,114,0.0,0.0
878,Kyrgyzstan,24606.0,900.0,10704.0,13002.0,2020-07-18,109,11505.0,0.8781772383787496
879,Tajikistan,6834.0,57.0,5529.0,1248.0,2020-07-18,76,48.0,0.007073386383731117
880,Uzbekistan,16186.0,83.0,9127.0,6976.0,2020-07-18,112,579.0,0.03709873774588335
881,Armenia,34877.0,641.0,23294.0,10942.0,2020-07-19,122,415.0,0.012042249434159435
882,Azerbaijan,27521.0,354.0,18967.0,8200.0,2020-07-19,115,388.0,0.014299929974569636
883,Georgia,1028.0,15.0,899.0,114.0,2020-07-19,111,10.0,0.00982318271119853
884,Kazakhstan,71838.0,375.0,43029.0,28434.0,2020-07-19,115,3135.0,0.045631195144316905
885,Kyrgyzstan,27143.0,1037.0,13109.0,12997.0,2020-07-19,110,2537.0,0.10310493375599439
886,Tajikistan,6878.0,57.0,5578.0,1243.0,2020-07-19,77,44.0,0.006438396254023981
887,Uzbekistan,16752.0,87.0,9279.0,7386.0,2020-07-19,113,566.0,0.034968491288768
888,Armenia,34981.0,650.0,23502.0,10829.0,2020-07-20,123,104.0,0.0029819078475785687
889,Azerbaijan,27890.0,363.0,19490.0,8037.0,2020-07-20,116,369.0,0.013407943025326219
890,Georgia,1039.0,16.0,900.0,123.0,2020-07-20,112,11.0,0.010700389105058328
